,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2015-12-15,99.91847,3.3892,-5.9,1.4856,3.5688,2.4474,6.4559,98.1777
2015-12-16,99.91847,3.3814,-5.9,1.4856,3.5487,2.4028,6.4626,98.3706
2015-12-17,99.91847,3.3565,-5.9,1.4856,3.5372,2.3907,6.4757,99.0758
2015-12-18,99.91847,3.3142,-5.9,1.4856,3.4923,2.3647,6.4814,98.7112
2015-12-21,99.91847,3.2566,-5.9,1.4856,3.4574,2.3601,6.4753,98.4536
2015-12-22,99.91847,3.2118,-5.9,1.4856,3.4836,2.3204,6.4746,98.1859
2015-12-23,99.91847,3.2019,-5.9,1.4856,3.4479,2.3332,6.4731,98.3578
2015-12-24,99.91847,3.137,-5.9,1.4856,3.4301,2.3135,6.4755,97.939
2015-12-25,99.91847,3.122,-5.9,1.4856,3.3813,2.2946,6.4713,97.8487
2015-12-28,99.91847,3.1073,-5.9,1.4856,3.3472,2.3076,6.475,97.9719
2015-12-29,99.91847,3.1174,-5.9,1.4856,3.3375,2.3076,6.4864,98.2621
2015-12-30,99.91847,3.1322,-5.9,1.4856,3.3091,2.2979,6.4895,98.2344
2015-12-31,99.90854,3.1322,-5.9,1.6,3.3158,2.2979,6.4936,98.7044
2016-01-04,99.90854,3.1775,-5.9,1.6,3.3406,2.3479,6.5032,98.8466
2016-01-05,99.90854,3.2175,-5.9,1.6,3.3692,2.368,6.5169,99.3634
2016-01-06,99.90854,3.1826,-5.9,1.6,3.3944,2.369,6.5314,99.2229
2016-01-07,99.90854,3.1426,-5.9,1.6,3.3558,2.37,6.5646,98.2844
2016-01-08,99.90854,3.108,-5.9,1.6,3.3069,2.3634,6.5636,98.3897
2016-01-11,99.90854,3.1003,-5.9,1.6,3.2961,2.3511,6.5626,98.8438
2016-01-12,99.90854,3.0528,-5.9,1.6,3.2295,2.3054,6.5628,98.9391
2016-01-13,99.90854,3.0129,-5.9,1.6,3.1709,2.2804,6.563,98.9575
2016-01-14,99.90854,3.0192,-5.9,1.6,3.1549,2.2793,6.5616,99.0721
2016-01-15,99.90854,3.0233,-5.9,1.6,3.1527,2.2782,6.5637,98.9195
2016-01-18,99.90854,3.0452,-5.9,1.6,3.1602,2.2618,6.559,99.0998
2016-01-19,99.90854,3.0456,-5.9,1.6,3.2298,2.2724,6.5596,99.1251
2016-01-20,99.90854,3.0632,-5.9,1.6,3.2771,2.3105,6.5578,99.0828
2016-01-21,99.90854,3.0584,-5.9,1.6,3.3151,2.3006,6.5585,99.0836
2016-01-22,99.90854,3.0365,-5.9,1.6,3.2117,2.306,6.5572,99.5279
2016-01-25,99.90854,3.0936,-5.9,1.6,3.2153,2.3109,6.5557,99.2929
2016-01-26,99.90854,3.0886,-5.9,1.6,3.2395,2.311,6.5548,99.0243
2016-01-27,99.90854,3.1584,-5.9,1.6,3.2922,2.3519,6.5533,98.9821
2016-01-28,99.90854,3.1535,-5.9,1.6,3.3113,2.3608,6.5528,98.5974
2016-01-29,99.90854,3.104,-5.9,1.6,3.2874,2.3214,6.5516,99.5558
2016-01-31,99.90664,3.104,-5.3,1.8,3.2874,2.3214,6.5516,99.5558
2016-02-01,99.90664,3.0988,-5.3,1.8,3.2861,2.3109,6.5539,99.0258
2016-02-02,99.90664,3.159,-5.3,1.8,3.2744,2.3208,6.551,98.8701
2016-02-03,99.90664,3.189,-5.3,1.8,3.3068,2.316,6.5521,97.2096
2016-02-04,99.90664,3.1738,-5.3,1.8,3.2806,2.316,6.5419,96.5033
2016-02-05,99.90664,3.1614,-5.3,1.8,3.2595,2.3259,6.5314,96.9734
2016-02-06,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,96.9734
2016-02-08,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,96.7299
2016-02-09,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,96.0238
2016-02-10,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,95.7935
2016-02-11,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,95.5945
2016-02-12,99.90664,3.1614,-5.3,1.8,3.2604,2.3268,6.5314,95.9536
2016-02-14,99.90664,3.0693,-5.3,1.8,3.2384,2.3018,6.5314,95.9536
2016-02-15,99.90664,3.0921,-5.3,1.8,3.2476,2.3192,6.5118,96.7358
2016-02-16,99.90664,3.1444,-5.3,1.8,3.2653,2.3452,6.513,96.8637
2016-02-17,99.90664,3.1572,-5.3,1.8,3.2389,2.2817,6.5237,96.8524
2016-02-18,99.90664,3.1427,-5.3,1.8,3.2172,2.2718,6.5152,96.8293
2016-02-19,99.90664,3.1451,-5.3,1.8,3.1385,2.251,6.5186,96.6038
2016-02-22,99.90664,3.1495,-5.3,1.8,3.1248,2.2678,6.5165,97.3696
2016-02-23,99.90664,3.1525,-5.3,1.8,3.1025,2.2622,6.5273,97.4617
2016-02-24,99.90664,3.171,-5.3,1.8,3.12,2.2638,6.5302,97.5089
2016-02-25,99.90664,3.19,-5.3,1.8,3.1597,2.2834,6.5318,97.4384
2016-02-26,99.90664,3.1734,-5.3,1.8,3.117,2.2764,6.5338,98.1378
2016-02-29,99.92162,3.1807,-4.9,2.3,3.0963,2.2576,6.5452,98.2616
2016-03-01,99.92162,3.1808,-4.9,2.3,3.0726,2.2086,6.5385,98.3451
2016-03-02,99.92162,3.2011,-4.9,2.3,3.0759,2.2093,6.549,98.1782
2016-03-03,99.92162,3.2289,-4.9,2.3,3.0487,2.2132,6.5412,97.599
2016-03-04,99.92162,3.2122,-4.9,2.3,3.0315,2.1742,6.5284,97.2084
2016-03-07,99.92162,3.2446,-4.9,2.3,3.0196,2.1902,6.5113,97.116
2016-03-08,99.92162,3.2572,-4.9,2.3,3.0207,2.187,6.5041,97.1908
2016-03-09,99.92162,3.2182,-4.9,2.3,2.9832,2.1864,6.5106,97.1776
2016-03-10,99.92162,3.1907,-4.9,2.3,2.9786,2.1895,6.5127,96.1966
2016-03-11,99.92162,3.163,-4.9,2.3,2.969,2.1612,6.4905,96.2259
2016-03-14,99.92162,3.1688,-4.9,2.3,2.9548,2.1469,6.4913,96.581
2016-03-15,99.92162,3.1712,-4.9,2.3,2.9696,2.1275,6.5079,96.6511
2016-03-16,99.92162,3.1488,-4.9,2.3,2.9842,2.1012,6.5172,95.7504
2016-03-17,99.92162,3.1726,-4.9,2.3,3.0085,2.0788,6.4961,94.8074
2016-03-18,99.92162,3.1661,-4.9,2.3,2.9957,2.0551,6.4628,95.0613
2016-03-21,99.92162,3.1724,-4.9,2.3,3.0302,2.0552,6.4824,95.4094
2016-03-22,99.92162,3.1729,-4.9,2.3,2.9991,2.0842,6.4971,95.6661
2016-03-23,99.92162,3.1754,-4.9,2.3,2.9944,2.0589,6.4936,96.0527
2016-03-24,99.92162,3.2042,-4.9,2.3,2.9844,2.069,6.515,96.1199
2016-03-25,99.92162,3.2271,-4.9,2.3,2.9943,2.053,6.5223,96.2626
2016-03-28,99.92162,3.2881,-4.9,2.3,3.0207,2.0918,6.5232,95.9617
2016-03-29,99.92162,3.3032,-4.9,2.3,3.036,2.1039,6.506,95.177
2016-03-30,99.92162,3.2822,-4.9,2.3,3.0451,2.0796,6.4841,94.8412
2016-03-31,99.95911,3.2436,-4.3,2.301391,3.0451,2.0861,6.4612,94.6281
2016-04-01,99.95911,3.205,-4.3,2.301391,3.0259,2.0964,6.4585,94.5626
2016-04-04,99.95911,3.205,-4.3,2.301391,3.0259,2.0964,6.4585,94.5767
2016-04-05,99.95911,3.2157,-4.3,2.301391,3.0127,2.0854,6.4663,94.6133
2016-04-06,99.95911,3.2254,-4.3,2.301391,3.0381,2.1057,6.4754,94.3598
2016-04-07,99.95911,3.27,-4.3,2.301391,3.0332,2.1358,6.4707,94.5356
2016-04-08,99.95911,3.2675,-4.3,2.301391,3.0305,2.1677,6.4733,94.2109
2016-04-11,99.95911,3.27,-4.3,2.301391,3.0401,2.1776,6.4649,94.0088
2016-04-12,99.95911,3.29,-4.3,2.301391,3.1042,2.1893,6.4616,94.044
2016-04-13,99.95911,3.3338,-4.3,2.301391,3.14,2.2319,6.4591,94.8021
2016-04-14,99.95911,3.41,-4.3,2.301391,3.2364,2.2259,6.4891,94.944
2016-04-15,99.95911,3.335,-4.3,2.301391,3.2215,2.2172,6.4908,94.7018
2016-04-18,99.95911,3.33,-4.3,2.301391,3.182,2.2187,6.4787,94.4656
2016-04-19,99.95911,3.3568,-4.3,2.301391,3.172,2.2143,6.47,94.1132
2016-04-20,99.95911,3.415,-4.3,2.301391,3.2132,2.2296,6.4579,94.537
2016-04-21,99.95911,3.45,-4.3,2.301391,3.2596,2.2349,6.4803,94.6499
2016-04-22,99.95911,3.4299,-4.3,2.301391,3.334,2.2706,6.4898,95.0753
2016-04-25,99.95911,3.485,-4.3,2.301391,3.4463,2.3273,6.512,94.757
2016-04-26,99.95911,3.425,-4.3,2.301391,3.4485,2.3011,6.4882,94.5137
2016-04-27,99.95911,3.4051,-4.3,2.301391,3.4065,2.2805,6.4837,94.4046
2016-04-28,99.95911,3.3876,-4.3,2.301391,3.359,2.3029,6.4954,93.7716
2016-04-29,99.95911,3.42,-4.3,2.301391,3.3749,2.307,6.4589,93.0482
2016-04-30,100.0047,3.42,-3.4,2.327865,3.3749,2.307,6.4589,93.0482
2016-05-02,100.0047,3.42,-3.4,2.327865,3.3749,2.307,6.4589,92.6008
2016-05-03,100.0047,3.3652,-3.4,2.327865,3.3319,2.2752,6.4565,93.074
2016-05-04,100.0047,3.3678,-3.4,2.327865,3.35,2.3126,6.4943,93.2766
2016-05-05,100.0047,3.3915,-3.4,2.327865,3.3535,2.35,6.5128,93.7589
2016-05-06,100.0047,3.3877,-3.4,2.327865,3.3569,2.3403,6.5202,93.851
2016-05-09,100.0047,3.3291,-3.4,2.327865,3.3398,2.3526,6.5105,94.1528
2016-05-10,100.0047,3.3116,-3.4,2.327865,3.3239,2.3248,6.5233,94.2693
2016-05-11,100.0047,3.3054,-3.4,2.327865,3.3339,2.3071,6.5209,93.842
2016-05-12,100.0047,3.2742,-3.4,2.327865,3.3652,2.3002,6.4959,94.1655
2016-05-13,100.0047,3.273,-3.4,2.327865,3.34,2.2905,6.5246,94.6182
2016-05-16,100.0047,3.3031,-3.4,2.327865,3.3681,2.2992,6.5343,94.5681
2016-05-17,100.0047,3.3031,-3.4,2.327865,3.3707,2.2989,6.52,94.5705
2016-05-18,100.0047,3.3406,-3.4,2.327865,3.3904,2.3131,6.5216,95.196
2016-05-19,100.0047,3.3706,-3.4,2.327865,3.3857,2.3143,6.5531,95.3061
2016-05-20,100.0047,3.3544,-3.4,2.327865,3.3961,2.3064,6.551,95.2969
2016-05-23,100.0047,3.3628,-3.4,2.327865,3.3715,2.3004,6.5455,95.244
2016-05-24,100.0047,3.3269,-3.4,2.327865,3.3845,2.3187,6.5468,95.632
2016-05-25,100.0047,3.3085,-3.4,2.327865,3.3801,2.313,6.5693,95.3895
2016-05-26,100.0047,3.326,-3.4,2.327865,3.4109,2.3194,6.5552,95.1449
2016-05-27,100.0047,3.339,-3.4,2.327865,3.4337,2.3168,6.549,95.7397
2016-05-30,100.0047,3.3462,-3.4,2.327865,3.4087,2.3196,6.5784,95.7093
2016-05-31,100.0554,3.3287,-2.8,2.038999,3.4139,2.3201,6.579,95.8412
2016-06-01,100.0554,3.3312,-2.8,2.038999,3.4324,2.3438,6.5889,95.4214
2016-06-02,100.0554,3.3437,-2.8,2.038999,3.4444,2.3753,6.5688,95.5545
2016-06-03,100.0554,3.3475,-2.8,2.038999,3.4214,2.3975,6.5793,93.9222
2016-06-06,100.0554,3.3326,-2.8,2.038999,3.4028,2.4022,6.5497,94.0234
2016-06-07,100.0554,3.3466,-2.8,2.038999,3.387,2.3979,6.5618,93.8621
2016-06-08,100.0554,3.3476,-2.8,2.038999,3.3863,2.4041,6.5593,93.5436
2016-06-09,100.0554,3.3476,-2.8,2.038999,3.3863,2.4041,6.5593,94.0911
2016-06-10,100.0554,3.3476,-2.8,2.038999,3.3863,2.4041,6.5593,94.6582
2016-06-12,100.0554,3.3367,-2.8,2.038999,3.3809,2.416,6.5593,94.6582
2016-06-13,100.0554,3.3282,-2.8,2.038999,3.397,2.413,6.5805,94.4217
2016-06-14,100.0554,3.298,-2.8,2.038999,3.4207,2.4087,6.5791,94.9158
2016-06-15,100.0554,3.2931,-2.8,2.038999,3.4006,2.4071,6.6001,94.6106
2016-06-16,100.0554,3.2701,-2.8,2.038999,3.3967,2.4006,6.5739,94.6095
2016-06-17,100.0554,3.2672,-2.8,2.038999,3.3727,2.3989,6.5795,94.1537
2016-06-20,100.0554,3.2772,-2.8,2.038999,3.3652,2.4061,6.5708,93.6532
2016-06-21,100.0554,3.2773,-2.8,2.038999,3.3629,2.4076,6.5656,94.069
2016-06-22,100.0554,3.2599,-2.8,2.038999,3.3705,2.402,6.5935,93.5461
2016-06-23,100.0554,3.2649,-2.8,2.038999,3.3622,2.3979,6.5658,93.0873
2016-06-24,100.0554,3.2277,-2.8,2.038999,3.3552,2.4005,6.5776,95.4392
2016-06-27,100.0554,3.1979,-2.8,2.038999,3.3467,2.3985,6.6375,96.3817
2016-06-28,100.0554,3.208,-2.8,2.038999,3.3216,2.3917,6.6528,96.0549
2016-06-29,100.0554,3.2131,-2.8,2.038999,3.3311,2.4022,6.6324,95.6621
2016-06-30,100.1117,3.1883,-2.6,1.879503,3.3201,2.3901,6.6312,95.9526
2016-07-01,100.1117,3.1559,-2.6,1.879503,3.2984,2.3611,6.6496,95.6655
2016-07-04,100.1117,3.1736,-2.6,1.879503,3.2449,2.3611,6.6472,95.5253
2016-07-05,100.1117,3.1879,-2.6,1.879503,3.2048,2.3464,6.6594,96.2122
2016-07-06,100.1117,3.1761,-2.6,1.879503,3.2043,2.3317,6.6857,96.1037
2016-07-07,100.1117,3.1537,-2.6,1.879503,3.168,2.317,6.682,96.258
2016-07-08,100.1117,3.1475,-2.6,1.879503,3.1646,2.3074,6.6853,96.2966
2016-07-11,100.1117,3.1677,-2.6,1.879503,3.1752,2.3039,6.6843,96.5512
2016-07-12,100.1117,3.1754,-2.6,1.879503,3.178,2.3131,6.695,96.5086
2016-07-13,100.1117,3.184,-2.6,1.879503,3.2168,2.3295,6.6891,96.3202
2016-07-14,100.1117,3.1866,-2.6,1.879503,3.2211,2.3191,6.6846,96.123
2016-07-15,100.1117,3.1766,-2.6,1.879503,3.1038,2.3187,6.6805,96.6855
2016-07-18,100.1117,3.1705,-2.6,1.879503,3.1079,2.2994,6.6961,96.5465
2016-07-19,100.1117,3.1669,-2.6,1.879503,3.0579,2.2938,6.6971,97.0385
2016-07-20,100.1117,3.1521,-2.6,1.879503,3.0401,2.265,6.6946,97.1415
2016-07-21,100.1117,3.1448,-2.6,1.879503,3.0135,2.2404,6.6872,96.9488
2016-07-22,100.1117,3.1486,-2.6,1.879503,3.021,2.2629,6.6669,97.3526
2016-07-25,100.1117,3.1632,-2.6,1.879503,3.0362,2.2629,6.686,97.2587
2016-07-26,100.1117,3.1498,-2.6,1.879503,3.045,2.2663,6.6778,97.1654
2016-07-27,100.1117,3.1597,-2.6,1.879503,3.0113,2.2423,6.6671,96.7846
2016-07-28,100.1117,3.1485,-2.6,1.879503,2.9792,2.2383,6.6597,96.6868
2016-07-29,100.1117,3.1533,-2.6,1.879503,2.9491,2.2394,6.6511,95.5534
2016-07-31,100.1725,3.1533,-1.7,1.765113,2.9491,2.2394,6.6511,95.5534
2016-08-01,100.1725,3.1599,-1.7,1.765113,2.9468,2.2369,6.6277,95.7776
2016-08-02,100.1725,3.161,-1.7,1.765113,2.931,2.2454,6.6451,95.0976
2016-08-03,100.1725,3.1596,-1.7,1.765113,2.918,2.2157,6.6195,95.5488
2016-08-04,100.1725,3.1626,-1.7,1.765113,2.9211,2.196,6.6444,95.778
2016-08-05,100.1725,3.1563,-1.7,1.765113,2.8939,2.186,6.6406,96.2846
2016-08-08,100.1725,3.1524,-1.7,1.765113,2.8821,2.1851,6.6615,96.3728
2016-08-09,100.1725,3.149,-1.7,1.765113,2.8735,2.1789,6.6594,96.1306
2016-08-10,100.1725,3.1185,-1.7,1.765113,2.8889,2.169,6.653,95.5912
2016-08-11,100.1725,3.1128,-1.7,1.765113,2.8778,2.1531,6.6255,95.9312
2016-08-12,100.1725,3.0674,-1.7,1.765113,2.8978,2.1385,6.6543,95.7057
2016-08-15,100.1725,3.0401,-1.7,1.765113,2.8758,2.1302,6.643,95.6205
2016-08-16,100.1725,3.0632,-1.7,1.765113,2.8476,2.0955,6.6305,94.7949
2016-08-17,100.1725,3.0941,-1.7,1.765113,2.8529,2.1004,6.6056,94.7246
2016-08-18,100.1725,3.0913,-1.7,1.765113,2.8516,2.0904,6.6273,94.1869
2016-08-19,100.1725,3.1245,-1.7,1.765113,2.8628,2.1015,6.6211,94.4965
2016-08-22,100.1725,3.1139,-1.7,1.765113,2.8741,2.1032,6.6652,94.5381
2016-08-23,100.1725,3.1597,-1.7,1.765113,2.8716,2.1026,6.6586,94.5258
2016-08-24,100.1725,3.175,-1.7,1.765113,2.9194,2.1108,6.642,94.7748
2016-08-25,100.1725,3.167,-1.7,1.765113,2.925,2.1199,6.6602,94.7254
2016-08-26,100.1725,3.1425,-1.7,1.765113,2.9658,2.1262,6.6488,95.47
2016-08-29,100.1725,3.1671,-1.7,1.765113,2.9574,2.1282,6.6856,95.5805
2016-08-30,100.1725,3.201,-1.7,1.765113,2.9811,2.1286,6.6812,96.0527
2016-08-31,100.2272,3.1966,-0.8,1.339773,2.9664,2.116,6.6908,95.9868
2016-09-01,100.2272,3.1886,-0.8,1.339773,2.9828,2.113,6.6784,95.6454
2016-09-02,100.2272,3.1867,-0.8,1.339773,2.9712,2.1297,6.6727,95.8821
2016-09-05,100.2272,3.1888,-0.8,1.339773,2.9604,2.1267,6.6873,95.7791
2016-09-06,100.2272,3.2007,-0.8,1.339773,2.9568,2.1359,6.6676,94.8647
2016-09-07,100.2272,3.1707,-0.8,1.339773,2.9871,2.128,6.6555,94.963
2016-09-08,100.2272,3.1347,-0.8,1.339773,2.9876,2.1405,6.662,95.01
2016-09-09,100.2272,3.1201,-0.8,1.339773,2.978,2.1622,6.6684,95.3598
2016-09-12,100.2272,3.1376,-0.8,1.339773,3.0019,2.1854,6.6908,95.1432
2016-09-13,100.2272,3.1176,-0.8,1.339773,2.988,2.1722,6.6726,95.5621
2016-09-14,100.2272,3.1101,-0.8,1.339773,2.9858,2.1717,6.6895,95.3221
2016-09-15,100.2272,3.1101,-0.8,1.339773,2.9858,2.1717,6.6895,95.2628
2016-09-16,100.2272,3.1101,-0.8,1.339773,2.9858,2.1717,6.6895,96.0335
2016-09-18,100.2272,3.1189,-0.8,1.339773,2.9919,2.1834,6.6895,96.0335
2016-09-19,100.2272,3.1052,-0.8,1.339773,3.0219,2.1784,6.6786,95.8503
2016-09-20,100.2272,3.0702,-0.8,1.339773,3.0394,2.1734,6.6595,96.0086
2016-09-21,100.2272,3.0752,-0.8,1.339773,3.0573,2.1734,6.6738,95.5055
2016-09-22,100.2272,3.072,-0.8,1.339773,3.042,2.1634,6.6513,95.3801
2016-09-23,100.2272,3.0615,-0.8,1.339773,3.0228,2.1584,6.667,95.5001
2016-09-26,100.2272,3.049,-0.8,1.339773,3.0324,2.1534,6.6744,95.2986
2016-09-27,100.2272,3.0518,-0.8,1.339773,3.0359,2.1684,6.6646,95.4499
2016-09-28,100.2272,3.0593,-0.8,1.339773,3.0316,2.1684,6.6681,95.4275
2016-09-29,100.2272,3.0608,-0.8,1.339773,3.0244,2.1684,6.67,95.5172
2016-09-30,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,95.4426
2016-10-03,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,95.7612
2016-10-04,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,96.1234
2016-10-05,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,96.1463
2016-10-06,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,96.681
2016-10-07,100.2788,3.0554,0.1,1.920226,3.0353,2.1584,6.6778,96.4912
2016-10-08,100.2788,3.0255,0.1,1.920226,3.0559,2.1507,6.6778,96.4912
2016-10-09,100.2788,3.0155,0.1,1.920226,3.0498,2.16,6.6778,96.4912
2016-10-10,100.2788,3.0193,0.1,1.920226,3.0266,2.1487,6.7008,96.9018
2016-10-11,100.2788,3.0268,0.1,1.920226,3.0025,2.1513,6.7098,97.7289
2016-10-12,100.2788,3.0506,0.1,1.920226,2.9981,2.159,6.7258,98.0003
2016-10-13,100.2788,3.0406,0.1,1.920226,2.9641,2.1467,6.7296,97.535
2016-10-14,100.2788,3.0331,0.1,1.920226,2.9613,2.1381,6.7157,98.1056
2016-10-17,100.2788,3.0307,0.1,1.920226,2.9571,2.1495,6.7379,97.8774
2016-10-18,100.2788,3.0332,0.1,1.920226,2.9788,2.1446,6.7303,97.8764
2016-10-19,100.2788,3.0231,0.1,1.920226,2.9902,2.1361,6.7326,97.8686
2016-10-20,100.2788,3.0156,0.1,1.920226,2.9829,2.1361,6.7311,98.3289
2016-10-21,100.2788,3.0157,0.1,1.920226,3.0104,2.1461,6.7558,98.6259
2016-10-24,100.2788,3.0507,0.1,1.920226,3.0166,2.1593,6.769,98.7556
2016-10-25,100.2788,3.0669,0.1,1.920226,3.0368,2.1493,6.7744,98.7254
2016-10-26,100.2788,3.1044,0.1,1.920226,3.0991,2.1803,6.7705,98.6148
2016-10-27,100.2788,3.0882,0.1,1.920226,3.166,2.187,6.7736,98.916
2016-10-28,100.2788,3.0832,0.1,1.920226,3.1774,2.1751,6.7858,98.3022
2016-10-31,100.3303,3.1058,1.2,2.095947,3.166,2.1711,6.7641,98.3517
2016-11-01,100.3303,3.1083,1.2,2.095947,3.1813,2.1741,6.7734,97.735
2016-11-02,100.3303,3.1008,1.2,2.095947,3.1547,2.1621,6.7562,97.3731
2016-11-03,100.3303,3.0884,1.2,2.095947,3.1329,2.15,6.7491,97.1597
2016-11-04,100.3303,3.0914,1.2,2.095947,3.1331,2.1391,6.7514,96.9016
2016-11-07,100.3303,3.115,1.2,2.095947,3.1328,2.1451,6.7725,97.7372
2016-11-08,100.3303,3.1272,1.2,2.095947,3.1562,2.1451,6.7817,97.873
2016-11-09,100.3303,3.1173,1.2,2.095947,3.1561,2.1401,6.7832,98.6637
2016-11-10,100.3303,3.1486,1.2,2.095947,3.1842,2.1401,6.7885,98.7808
2016-11-11,100.3303,3.1587,1.2,2.095947,3.2385,2.1406,6.8115,98.9723
2016-11-14,100.3303,3.1788,1.2,2.095947,3.24,2.1313,6.8291,100.0214
2016-11-15,100.3303,3.1815,1.2,2.095947,3.2674,2.1618,6.8495,100.1967
2016-11-16,100.3303,3.1995,1.2,2.095947,3.2573,2.1514,6.8592,100.3785
2016-11-17,100.3303,3.2396,1.2,2.095947,3.3731,2.1813,6.8692,100.9524
2016-11-18,100.3303,3.2365,1.2,2.095947,3.3831,2.2258,6.8796,101.342
2016-11-21,100.3303,3.223,1.2,2.095947,3.4167,2.2027,6.8985,100.8917
2016-11-22,100.3303,3.213,1.2,2.095947,3.4467,2.1753,6.8779,101.0194
2016-11-23,100.3303,3.1919,1.2,2.095947,3.4469,2.1853,6.8904,101.6664
2016-11-24,100.3303,3.1968,1.2,2.095947,3.4674,2.2002,6.9085,101.7389
2016-11-25,100.3303,3.208,1.2,2.095947,3.4941,2.2294,6.9168,101.4994
2016-11-28,100.3303,3.2036,1.2,2.095947,3.567,2.22,6.9042,101.1817
2016-11-29,100.3303,3.2667,1.2,2.095947,3.5801,2.2599,6.8889,100.9546
2016-11-30,100.3851,3.2868,3.3,2.252258,3.7246,2.301,6.8865,101.5732
2016-12-01,100.3851,3.3419,3.3,2.252258,3.8659,2.327,6.8958,100.9476
2016-12-02,100.3851,3.357,3.3,2.252258,3.886,2.3509,6.8794,100.6946
2016-12-05,100.3851,3.387,3.3,2.252258,3.8677,2.3974,6.887,100.1328
2016-12-06,100.3851,3.4795,3.3,2.252258,3.9677,2.3702,6.8575,100.4803
2016-12-07,100.3851,3.4533,3.3,2.252258,3.9716,2.3984,6.8808,100.2326
2016-12-08,100.3851,3.4338,3.3,2.252258,3.9324,2.44,6.8731,101.099
2016-12-09,100.3851,3.4493,3.3,2.252258,3.9943,2.5096,6.8972,101.5704
2016-12-12,100.3851,3.5572,3.3,2.252258,4.0424,2.5744,6.9086,100.9709
2016-12-13,100.3851,3.6173,3.3,2.252258,4.1365,2.5995,6.8934,101.0507
2016-12-14,100.3851,3.6605,3.3,2.252258,4.2543,2.7059,6.9028,102.041
2016-12-15,100.3851,3.8871,3.3,2.252258,4.3829,2.8556,6.9289,103.1514
2016-12-16,100.3851,3.7916,3.3,2.252258,4.5416,2.9874,6.9508,102.8025
2016-12-19,100.3851,3.9243,3.3,2.252258,4.6333,3.0491,6.9312,103.1349
2016-12-20,100.3851,3.9265,3.3,2.252258,4.7413,3.0491,6.9468,103.3035
2016-12-21,100.3851,3.8195,3.3,2.252258,4.701,2.9194,6.9489,103.0385
2016-12-22,100.3851,3.7385,3.3,2.252258,4.466,2.8718,6.9435,103.0759
2016-12-23,100.3851,3.7694,3.3,2.252258,4.3389,2.7165,6.9463,102.9873
2016-12-26,100.3851,3.783,3.3,2.252258,4.3365,2.7236,6.9459,102.9391
2016-12-27,100.3851,3.8074,3.3,2.252258,4.2853,2.7348,6.9462,103.0346
2016-12-28,100.3851,3.7437,3.3,2.252258,4.2981,2.7507,6.9495,103.2914
2016-12-29,100.3851,3.6969,3.3,2.252258,4.2684,2.718,6.9497,102.624
2016-12-30,100.3851,3.6805,3.3,2.252258,4.2384,2.6493,6.937,102.3837
2016-12-31,100.4248,3.6805,5.5,2.076545,4.2184,2.6503,6.937,102.3837
2017-01-02,100.4248,3.6805,5.5,2.076545,4.2184,2.6503,6.937,102.9075
2017-01-03,100.4248,3.6994,5.5,2.076545,4.1755,2.7484,6.9498,103.2815
2017-01-04,100.4248,3.7536,5.5,2.076545,4.1183,2.749,6.9526,102.5107
2017-01-05,100.4248,3.792,5.5,2.076545,4.0506,2.7804,6.9307,101.4003
2017-01-06,100.4248,3.7754,5.5,2.076545,4.0016,2.7799,6.8668,102.1866
2017-01-09,100.4248,3.7415,5.5,2.076545,3.9775,2.765,6.9262,101.9569
2017-01-10,100.4248,3.7311,5.5,2.076545,3.9446,2.7252,6.9234,102.0389
2017-01-11,100.4248,3.7668,5.5,2.076545,3.8988,2.7164,6.9235,101.73
2017-01-12,100.4248,3.7589,5.5,2.076545,3.8977,2.7147,6.9141,101.4542
2017-01-13,100.4248,3.7558,5.5,2.076545,3.8897,2.6866,6.8909,101.1871
2017-01-16,100.4248,3.8014,5.5,2.076545,3.874,2.6224,6.8874,101.6064
2017-01-17,100.4248,3.8248,5.5,2.076545,3.9469,2.6677,6.8992,100.2688
2017-01-18,100.4248,3.8397,5.5,2.076545,4.0672,2.638,6.8525,101.3372
2017-01-19,100.4248,3.8424,5.5,2.076545,4.0986,2.6678,6.8568,101.13
2017-01-20,100.4248,3.8097,5.5,2.076545,4.0585,2.6413,6.8693,100.7929
2017-01-22,100.4248,3.8106,5.5,2.076545,4.0376,2.643,6.8693,100.7929
2017-01-23,100.4248,3.8263,5.5,2.076545,4.0147,2.6429,6.8572,100.2768
2017-01-24,100.4248,3.8993,5.5,2.076545,4.0019,2.6418,6.8331,99.934
2017-01-25,100.4248,3.9518,5.5,2.076545,4.0392,2.6543,6.8596,99.934
2017-01-26,100.4248,3.9566,5.5,2.076545,4.0686,2.6757,6.8588,100.5069
2017-01-27,100.4248,3.9566,5.5,2.076545,4.0686,2.6757,6.8588,100.5728
