,G1000116,M1004271,M0001227,M0000612,S0059843,S0059744,M0000185,M0000271
2017-01-30,100.4248,3.9566,5.5,2.076545,4.0686,2.6757,6.8588,100.4497
2017-01-31,100.4499,3.9566,6.9,2.549055,4.0686,2.6757,6.8588,99.5669
2017-02-01,100.4499,3.9566,6.9,2.549055,4.0686,2.6757,6.8588,99.7332
2017-02-02,100.4499,3.9566,6.9,2.549055,4.0686,2.6757,6.8588,99.8403
2017-02-03,100.4499,4.072,6.9,2.549055,4.1661,2.7402,6.8556,99.7261
2017-02-04,100.4499,4.0818,6.9,2.549055,4.21,2.7926,6.8556,99.7261
2017-02-06,100.4499,4.1694,6.9,2.549055,4.2735,2.8439,6.8606,99.878
2017-02-07,100.4499,4.1933,6.9,2.549055,4.3949,2.8942,6.8604,100.4001
2017-02-08,100.4499,4.172,6.9,2.549055,4.3657,2.8621,6.8849,100.1742
2017-02-09,100.4499,4.1097,6.9,2.549055,4.315,2.83,6.871,100.6636
2017-02-10,100.4499,4.1443,6.9,2.549055,4.2823,2.8357,6.8819,100.7145
2017-02-13,100.4499,4.14,6.9,2.549055,4.283,2.8467,6.8898,101.0038
2017-02-14,100.4499,4.1539,6.9,2.549055,4.2689,2.8228,6.8806,101.2211
2017-02-15,100.4499,4.1575,6.9,2.549055,4.2817,2.8226,6.8632,101.0881
2017-02-16,100.4499,4.1204,6.9,2.549055,4.2686,2.8127,6.8629,100.4815
2017-02-17,100.4499,4.1145,6.9,2.549055,4.2406,2.7982,6.8456,100.8875
2017-02-20,100.4499,4.0612,6.9,2.549055,4.2384,2.7505,6.8743,100.9062
2017-02-21,100.4499,4.0911,6.9,2.549055,4.277,2.7166,6.879,101.4555
2017-02-22,100.4499,4.0707,6.9,2.549055,4.2846,2.7087,6.883,101.3301
2017-02-23,100.4499,4.0613,6.9,2.549055,4.2683,2.698,6.8695,100.9732
2017-02-24,100.4499,4.0614,6.9,2.549055,4.2795,2.7069,6.8655,101.1199
2017-02-27,100.4499,4.0595,6.9,2.549055,4.2523,2.7106,6.8814,101.1551
2017-02-28,100.4746,4.0661,7.8,0.8,4.2866,2.7121,6.875,101.3437
2017-03-01,100.4746,4.1103,7.8,0.8,4.2673,2.7144,6.8798,101.7407
2017-03-02,100.4746,4.1416,7.8,0.8,4.2756,2.7617,6.8809,102.1495
2017-03-03,100.4746,4.1509,7.8,0.8,4.264,2.8002,6.8896,101.3417
2017-03-06,100.4746,4.1636,7.8,0.8,4.3166,2.786,6.879,101.6753
2017-03-07,100.4746,4.1613,7.8,0.8,4.3678,2.7857,6.8957,101.8206
2017-03-08,100.4746,4.2026,7.8,0.8,4.3747,2.8246,6.9032,102.1101
2017-03-09,100.4746,4.2121,7.8,0.8,4.3887,2.8368,6.9125,101.9874
2017-03-10,100.4746,4.206,7.8,0.8,4.4131,2.8271,6.9123,101.3831
2017-03-13,100.4746,4.1789,7.8,0.8,4.4901,2.8138,6.8988,101.379
2017-03-14,100.4746,4.1542,7.8,0.8,4.484,2.8314,6.9118,101.7612
2017-03-15,100.4746,4.1239,7.8,0.8,4.4829,2.8365,6.9115,100.5385
2017-03-16,100.4746,4.0827,7.8,0.8,4.4847,2.859,6.8862,100.2705
2017-03-17,100.4746,4.0891,7.8,0.8,4.5093,2.8648,6.8873,100.3413
2017-03-20,100.4746,4.0979,7.8,0.8,4.5494,2.8579,6.8998,100.3544
2017-03-21,100.4746,4.1116,7.8,0.8,4.6584,2.8939,6.9071,99.7274
2017-03-22,100.4746,4.0954,7.8,0.8,4.6244,2.8885,6.8889,99.6992
2017-03-23,100.4746,4.0979,7.8,0.8,4.6545,2.8841,6.8856,99.7485
2017-03-24,100.4746,4.0536,7.8,0.8,4.6312,2.8517,6.8845,99.7709
2017-03-27,100.4746,4.0458,7.8,0.8,4.6142,2.8517,6.8701,99.2249
2017-03-28,100.4746,4.0502,7.8,0.8,4.579,2.8467,6.8782,99.701
2017-03-29,100.4746,4.0576,7.8,0.8,4.6275,2.8442,6.8915,99.9462
2017-03-30,100.4746,4.0691,7.8,0.8,4.6275,2.8443,6.8889,100.5813
2017-03-31,100.5051,4.0598,7.6,0.9,4.5786,2.8632,6.8993,100.5451
2017-04-01,100.5051,4.0539,7.6,0.9,4.5716,2.9125,6.8993,100.5451
2017-04-03,100.5051,4.0539,7.6,0.9,4.5716,2.9125,6.8993,100.49
2017-04-04,100.5051,4.0539,7.6,0.9,4.5716,2.9125,6.8993,100.5376
2017-04-05,100.5051,4.0774,7.6,0.9,4.5285,2.9555,6.8906,100.5789
2017-04-06,100.5051,4.0837,7.6,0.9,4.507,2.9766,6.893,100.7086
2017-04-07,100.5051,4.0668,7.6,0.9,4.4836,2.9962,6.8949,101.1647
2017-04-10,100.5051,4.0744,7.6,0.9,4.4607,3.0066,6.9042,101.0184
2017-04-11,100.5051,4.0726,7.6,0.9,4.4527,3.0041,6.8957,100.7202
2017-04-12,100.5051,4.0488,7.6,0.9,4.4533,3.0016,6.894,100.165
2017-04-13,100.5051,4.0513,7.6,0.9,4.454,3.0017,6.8651,100.5836
2017-04-14,100.5051,4.0826,7.6,0.9,4.4911,3.0333,6.874,100.5123
2017-04-17,100.5051,4.12,7.6,0.9,4.6322,3.0757,6.8785,100.3134
2017-04-18,100.5051,4.1175,7.6,0.9,4.6981,3.0908,6.8849,99.513
2017-04-19,100.5051,4.115,7.6,0.9,4.6817,3.0912,6.8664,99.8171
2017-04-20,100.5051,4.14,7.6,0.9,4.7354,3.1164,6.8792,99.8058
2017-04-21,100.5051,4.1738,7.6,0.9,4.7851,3.105,6.8823,99.7403
2017-04-24,100.5051,4.2113,7.6,0.9,4.8664,3.1138,6.8673,99.0265
2017-04-25,100.5051,4.1588,7.6,0.9,4.8679,3.115,6.8833,98.8372
2017-04-26,100.5051,4.1625,7.6,0.9,4.8365,3.14,6.8845,98.978
2017-04-27,100.5051,4.159,7.6,0.9,4.7787,3.17,6.8896,99.1631
2017-04-28,100.5051,4.1775,7.6,0.9,4.7786,3.1672,6.8931,99.0368
2017-04-30,100.5376,4.1775,6.4,1.2,4.7786,3.1672,6.8931,99.0368
2017-05-01,100.5376,4.1775,6.4,1.2,4.7786,3.1672,6.8931,99.1446
2017-05-02,100.5376,4.2063,6.4,1.2,4.7712,3.2422,6.8956,98.9325
2017-05-03,100.5376,4.2163,6.4,1.2,4.8038,3.3079,6.8892,99.0878
2017-05-04,100.5376,4.2638,6.4,1.2,4.8327,3.3736,6.8957,98.7511
2017-05-05,100.5376,4.2625,6.4,1.2,4.8372,3.3922,6.8884,98.584
2017-05-08,100.5376,4.2926,6.4,1.2,4.8873,3.3919,6.8947,99.151
2017-05-09,100.5376,4.3551,6.4,1.2,4.9529,3.4074,6.9037,99.5734
2017-05-10,100.5376,4.385,6.4,1.2,5.0071,3.453,6.9066,99.6212
2017-05-11,100.5376,4.3326,6.4,1.2,4.9429,3.4348,6.9051,99.6579
2017-05-12,100.5376,4.3626,6.4,1.2,4.9486,3.4683,6.8948,99.1858
2017-05-15,100.5376,4.3128,6.4,1.2,4.9929,3.4709,6.8852,98.9346
2017-05-16,100.5376,4.3315,6.4,1.2,5.0161,3.4883,6.879,98.2139
2017-05-17,100.5376,4.3228,6.4,1.2,5.0053,3.4856,6.8635,97.4353
2017-05-18,100.5376,4.3041,6.4,1.2,4.996,3.4785,6.8612,97.8725
2017-05-19,100.5376,4.3168,6.4,1.2,5.0058,3.4827,6.8786,97.1115
2017-05-22,100.5376,4.359,6.4,1.2,5.0012,3.4876,6.8673,96.9833
2017-05-23,100.5376,4.3566,6.4,1.2,5.0318,3.4923,6.8661,97.3714
2017-05-24,100.5376,4.3429,6.4,1.2,5.0378,3.486,6.8758,97.0466
2017-05-25,100.5376,4.3578,6.4,1.2,5.0311,3.4655,6.8695,97.2128
2017-05-26,100.5376,4.3603,6.4,1.2,5.0294,3.4704,6.8698,97.4092
2017-05-27,100.5376,4.3353,6.4,1.2,5.0296,3.4651,6.8698,97.4092
2017-05-29,100.5376,4.3353,6.4,1.2,5.0296,3.4651,6.8698,97.4795
2017-05-30,100.5376,4.3353,6.4,1.2,5.0296,3.4651,6.8698,97.2993
2017-05-31,100.5709,4.3367,5.5,1.5,4.9903,3.4542,6.8633,96.9672
2017-06-01,100.5709,4.3392,5.5,1.5,5.0353,3.4818,6.809,97.2179
2017-06-02,100.5709,4.3451,5.5,1.5,5.0238,3.4964,6.807,96.6578
2017-06-05,100.5709,4.3373,5.5,1.5,5.0066,3.5018,6.7935,96.8166
2017-06-06,100.5709,4.353,5.5,1.5,5.0197,3.5158,6.7934,96.5493
2017-06-07,100.5709,4.3443,5.5,1.5,5.0283,3.5982,6.7858,96.7215
2017-06-08,100.5709,4.3445,5.5,1.5,5.1135,3.659,6.793,96.97
2017-06-09,100.5709,4.3369,5.5,1.5,5.0638,3.6574,6.7971,97.277
2017-06-12,100.5709,4.2744,5.5,1.5,5.0576,3.6138,6.7948,97.1883
2017-06-13,100.5709,4.2532,5.5,1.5,5.0379,3.6138,6.7954,96.9989
2017-06-14,100.5709,4.2182,5.5,1.5,5.0173,3.6042,6.7939,96.9185
2017-06-15,100.5709,4.2219,5.5,1.5,5.0112,3.5941,6.7852,97.5066
2017-06-16,100.5709,4.2344,5.5,1.5,4.9223,3.5979,6.7995,97.1413
2017-06-19,100.5709,4.1645,5.5,1.5,4.8646,3.573,6.7972,97.5345
2017-06-20,100.5709,4.1532,5.5,1.5,4.854,3.5488,6.8096,97.7437
2017-06-21,100.5709,4.1769,5.5,1.5,4.7875,3.5488,6.8193,97.5393
2017-06-22,100.5709,4.2155,5.5,1.5,4.7893,3.5489,6.8197,97.5421
2017-06-23,100.5709,4.1894,5.5,1.5,4.7895,3.5057,6.8238,97.3036
2017-06-26,100.5709,4.162,5.5,1.5,4.7601,3.4815,6.822,97.4164
2017-06-27,100.5709,4.148,5.5,1.5,4.6914,3.4495,6.8292,96.4852
2017-06-28,100.5709,4.1656,5.5,1.5,4.6222,3.4545,6.8053,96.049
2017-06-29,100.5709,4.1795,5.5,1.5,4.6066,3.4496,6.794,95.5782
2017-06-30,100.589,4.1987,5.5,1.5,4.6219,3.46,6.7744,95.6309
2017-07-03,100.589,4.2252,5.5,1.5,4.6077,3.4596,6.7772,96.1937
2017-07-04,100.589,4.2315,5.5,1.5,4.6078,3.4546,6.7889,96.28
2017-07-05,100.589,4.1982,5.5,1.5,4.6097,3.4648,6.7922,96.2116
2017-07-06,100.589,4.1855,5.5,1.5,4.6032,3.4464,6.7953,95.8078
2017-07-07,100.589,4.2021,5.5,1.5,4.5815,3.4575,6.7914,96.0148
2017-07-10,100.589,4.2033,5.5,1.5,4.6073,3.4579,6.7964,96.0471
2017-07-11,100.589,4.1921,5.5,1.5,4.6055,3.4579,6.7983,95.7363
2017-07-12,100.589,4.1785,5.5,1.5,4.5949,3.456,6.7868,95.7885
2017-07-13,100.589,4.1672,5.5,1.5,4.6132,3.4525,6.7802,95.781
2017-07-14,100.589,4.1661,5.5,1.5,4.5929,3.4506,6.7774,95.1254
2017-07-17,100.589,4.1702,5.5,1.5,4.5968,3.4383,6.7562,95.1459
2017-07-18,100.589,4.1917,5.5,1.5,4.5994,3.4378,6.7611,94.6651
2017-07-19,100.589,4.1875,5.5,1.5,4.6093,3.442,6.7451,94.8471
2017-07-20,100.589,4.1752,5.5,1.5,4.6113,3.4071,6.7464,94.271
2017-07-21,100.589,4.1799,5.5,1.5,4.6066,3.4047,6.7415,93.9659
2017-07-24,100.589,4.1826,5.5,1.5,4.6125,3.406,6.741,94.0031
2017-07-25,100.589,4.1951,5.5,1.5,4.6128,3.3923,6.7485,94.0928
2017-07-26,100.589,4.2151,5.5,1.5,4.6226,3.3998,6.7529,93.4542
2017-07-27,100.589,4.1963,5.5,1.5,4.6455,3.3889,6.7307,93.9235
2017-07-28,100.589,4.2008,5.5,1.5,4.6383,3.383,6.7373,93.3462
2017-07-31,100.5692,4.2277,5.5,1.4,4.623,3.3974,6.7283,92.8091
2017-08-01,100.5692,4.2365,5.5,1.4,4.626,3.4127,6.7148,93.0739
2017-08-02,100.5692,4.235,5.5,1.4,4.6276,3.3963,6.7205,92.8846
2017-08-03,100.5692,4.2403,5.5,1.4,4.6055,3.38,6.7211,92.8244
2017-08-04,100.5692,4.2466,5.5,1.4,4.6165,3.3303,6.7132,93.4882
2017-08-07,100.5692,4.2962,5.5,1.4,4.6275,3.3563,6.7228,93.4194
2017-08-08,100.5692,4.3097,5.5,1.4,4.6167,3.3614,6.7184,93.6178
2017-08-09,100.5692,4.3124,5.5,1.4,4.6416,3.3621,6.7075,93.5315
2017-08-10,100.5692,4.2944,5.5,1.4,4.6431,3.3448,6.677,93.4009
2017-08-11,100.5692,4.2705,5.5,1.4,4.6399,3.3413,6.6642,93.0967
2017-08-14,100.5692,4.2566,5.5,1.4,4.5986,3.326,6.6601,93.4316
2017-08-15,100.5692,4.2552,5.5,1.4,4.5965,3.3403,6.6689,93.8514
2017-08-16,100.5692,4.2765,5.5,1.4,4.6021,3.335,6.6779,93.5111
2017-08-17,100.5692,4.2688,5.5,1.4,4.6121,3.3333,6.6709,93.7214
2017-08-18,100.5692,4.2806,5.5,1.4,4.6043,3.3373,6.6744,93.4448
2017-08-21,100.5692,4.3043,5.5,1.4,4.6441,3.3364,6.6709,93.091
2017-08-22,100.5692,4.3191,5.5,1.4,4.6493,3.3352,6.6597,93.499
2017-08-23,100.5692,4.326,5.5,1.4,4.6691,3.3355,6.6633,93.2228
2017-08-24,100.5692,4.3441,5.5,1.4,4.648,3.3468,6.6525,93.2973
2017-08-25,100.5692,4.3612,5.5,1.4,4.679,3.361,6.6579,92.5451
2017-08-28,100.5692,4.3475,5.5,1.4,4.7138,3.3605,6.6353,92.2466
2017-08-29,100.5692,4.315,5.5,1.4,4.7918,3.3609,6.6293,92.3366
2017-08-30,100.5692,4.295,5.5,1.4,4.8638,3.3957,6.6102,92.9046
2017-08-31,100.5001,4.275,6.3,1.8,4.8705,3.3883,6.601,92.6243
2017-09-01,100.5001,4.2776,6.3,1.8,4.8282,3.3909,6.5909,92.8562
2017-09-04,100.5001,4.2963,6.3,1.8,4.8038,3.3959,6.5668,92.6314
2017-09-05,100.5001,4.32,6.3,1.8,4.8004,3.4214,6.537,92.3102
2017-09-06,100.5001,4.298,6.3,1.8,4.842,3.5062,6.5311,92.2454
2017-09-07,100.5001,4.2501,6.3,1.8,4.8013,3.4837,6.5269,91.5168
2017-09-08,100.5001,4.2276,6.3,1.8,4.7736,3.4625,6.5032,91.3261
2017-09-11,100.5001,4.2413,6.3,1.8,4.775,3.4771,6.4997,91.9411
2017-09-12,100.5001,4.2426,6.3,1.8,4.7541,3.4832,6.5277,91.9157
2017-09-13,100.5001,4.2513,6.3,1.8,4.7542,3.4912,6.5382,92.4112
2017-09-14,100.5001,4.2026,6.3,1.8,4.7549,3.4803,6.5465,92.05
2017-09-15,100.5001,4.2076,6.3,1.8,4.7485,3.4759,6.5423,91.8458
2017-09-18,100.5001,4.2276,6.3,1.8,4.7076,3.4695,6.5419,92.0294
2017-09-19,100.5001,4.2126,6.3,1.8,4.7326,3.4759,6.553,91.8377
2017-09-20,100.5001,4.2151,6.3,1.8,4.7498,3.4661,6.567,92.4524
2017-09-21,100.5001,4.2301,6.3,1.8,4.7406,3.4715,6.5867,92.1717
2017-09-22,100.5001,4.209,6.3,1.8,4.7391,3.4674,6.5861,92.1699
2017-09-25,100.5001,4.1935,6.3,1.8,4.7418,3.4686,6.5945,92.6519
2017-09-26,100.5001,4.2077,6.3,1.8,4.7798,3.4477,6.6076,92.9924
2017-09-27,100.5001,4.2152,6.3,1.8,4.8129,3.4566,6.6192,93.4568
2017-09-28,100.5001,4.1927,6.3,1.8,4.8356,3.4579,6.6285,93.1026
2017-09-29,100.5001,4.1902,6.3,1.8,4.7922,3.4585,6.6369,93.0711
2017-09-30,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.0711
2017-10-02,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.6406
2017-10-03,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.5926
2017-10-04,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.4795
2017-10-05,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.907
2017-10-06,100.3737,4.1856,6.9,1.6,4.7662,3.466,6.6369,93.7978
2017-10-09,100.3737,4.2204,6.9,1.6,4.7496,3.4826,6.6493,93.7317
2017-10-10,100.3737,4.2244,6.9,1.6,4.7854,3.4914,6.6273,93.2796
2017-10-11,100.3737,4.2266,6.9,1.6,4.7592,3.4788,6.5841,92.9779
2017-10-12,100.3737,4.2554,6.9,1.6,4.7938,3.4891,6.5808,93.1063
2017-10-13,100.3737,4.2554,6.9,1.6,4.6914,3.4881,6.5866,93.0662
2017-10-16,100.3737,4.2942,6.9,1.6,4.6932,3.4966,6.5839,93.2807
2017-10-17,100.3737,4.3316,6.9,1.6,4.7246,3.5037,6.5883,93.507
2017-10-18,100.3737,4.3092,6.9,1.6,4.7086,3.4962,6.5991,93.4479
2017-10-19,100.3737,4.2892,6.9,1.6,4.7405,3.4937,6.6093,93.1283
2017-10-20,100.3737,4.3142,6.9,1.6,4.7357,3.4836,6.6092,93.6925
2017-10-23,100.3737,4.3092,6.9,1.6,4.7917,3.4856,6.6205,93.8421
2017-10-24,100.3737,4.3155,6.9,1.6,4.7716,3.4844,6.6268,93.9471
2017-10-25,100.3737,4.3703,6.9,1.6,4.7737,3.4969,6.6322,93.6546
2017-10-26,100.3737,4.3641,6.9,1.6,4.7941,3.5127,6.6288,94.6412
2017-10-27,100.3737,4.4077,6.9,1.6,4.8222,3.5194,6.6473,94.8144
2017-10-30,100.3737,4.4964,6.9,1.6,4.8788,3.5532,6.6487,94.4935
2017-10-31,100.2089,4.4951,6.9,1.9,4.9182,3.5683,6.6397,94.5674
2017-11-01,100.2089,4.4677,6.9,1.9,4.9127,3.5791,6.63,94.8026
2017-11-02,100.2089,4.4926,6.9,1.9,4.884,3.5791,6.6196,94.7096
2017-11-03,100.2089,4.4988,6.9,1.9,4.9026,3.576,6.6072,94.9225
2017-11-06,100.2089,4.4889,6.9,1.9,4.9106,3.5977,6.6247,94.7371
2017-11-07,100.2089,4.5475,6.9,1.9,4.888,3.5994,6.6216,94.8989
2017-11-08,100.2089,4.5526,6.9,1.9,4.8991,3.5927,6.6277,94.8489
2017-11-09,100.2089,4.565,6.9,1.9,4.8915,3.5787,6.6325,94.5085
2017-11-10,100.2089,4.5949,6.9,1.9,4.9453,3.5922,6.6282,94.3822
2017-11-13,100.2089,4.68,6.9,1.9,5.0013,3.5922,6.6347,94.5013
2017-11-14,100.2089,4.7202,6.9,1.9,5.0334,3.5955,6.6399,93.8166
2017-11-15,100.2089,4.72,6.9,1.9,5.0634,3.6154,6.6263,93.8102
2017-11-16,100.2089,4.694,6.9,1.9,5.0561,3.6154,6.6286,93.9119
2017-11-17,100.2089,4.7048,6.9,1.9,5.0966,3.6154,6.6277,93.6868
2017-11-20,100.2089,4.7251,6.9,1.9,5.0933,3.6101,6.6271,94.0791
2017-11-21,100.2089,4.7919,6.9,1.9,5.1057,3.6203,6.6356,93.9702
2017-11-22,100.2089,4.9418,6.9,1.9,5.1842,3.6403,6.629,93.2385
2017-11-23,100.2089,4.9286,6.9,1.9,5.2517,3.6498,6.6021,93.1272
2017-11-24,100.2089,4.8201,6.9,1.9,5.2358,3.6688,6.581,92.7527
2017-11-27,100.2089,4.8403,6.9,1.9,5.2392,3.6905,6.5874,92.923
2017-11-28,100.2089,4.8854,6.9,1.9,5.2987,3.7,6.5944,93.2754
2017-11-29,100.2089,4.8254,6.9,1.9,5.3321,3.6801,6.6011,93.2756
2017-11-30,100.0258,4.8155,5.8,1.7,5.3587,3.6404,6.6034,93.0139
2017-12-01,100.0258,4.8053,5.8,1.7,5.297,3.6344,6.6067,92.8789
2017-12-04,100.0258,4.7981,5.8,1.7,5.2402,3.6305,6.6105,93.0878
2017-12-05,100.0258,4.7783,5.8,1.7,5.1904,3.6342,6.6113,93.3116
2017-12-06,100.0258,4.7697,5.8,1.7,5.1629,3.7442,6.6163,93.5703
2017-12-07,100.0258,4.7411,5.8,1.7,5.1627,3.7348,6.6195,93.7786
2017-12-08,100.0258,4.7686,5.8,1.7,5.1802,3.7546,6.6218,93.8722
2017-12-11,100.0258,4.8256,5.8,1.7,5.2001,3.7548,6.6152,93.9567
2017-12-12,100.0258,4.8604,5.8,1.7,5.2122,3.7647,6.6162,94.066
2017-12-13,100.0258,4.853,5.8,1.7,5.2229,3.7846,6.6251,93.4266
2017-12-14,100.0258,4.8306,5.8,1.7,5.2439,3.7781,6.6033,93.629
2017-12-15,100.0258,4.7957,5.8,1.7,5.2553,3.7781,6.6113,93.9475
2017-12-18,100.0258,4.7959,5.8,1.7,5.3349,3.7631,6.6162,93.7026
2017-12-19,100.0258,4.811,5.8,1.7,5.3315,3.773,6.6098,93.4576
2017-12-20,100.0258,4.8335,5.8,1.7,5.3391,3.8029,6.6066,93.3607
2017-12-21,100.0258,4.8337,5.8,1.7,5.3756,3.7979,6.5795,93.2662
2017-12-22,100.0258,4.7989,5.8,1.7,5.3904,3.7979,6.5821,93.2987
2017-12-25,100.0258,4.8316,5.8,1.7,5.3911,3.7979,6.5683,93.2437
2017-12-26,100.0258,4.8515,5.8,1.7,5.4061,3.7979,6.5416,93.287
2017-12-27,100.0258,4.8616,5.8,1.7,5.5268,3.7979,6.5421,93.0742
2017-12-28,100.0258,4.8442,5.8,1.7,5.5204,3.7955,6.5412,92.6468
2017-12-29,100.0258,4.8214,5.8,1.7,5.4955,3.7909,6.5342,92.2574
2017-12-30,100.0258,4.8214,5.8,1.7,5.4955,3.7909,6.5342,92.2574
2017-12-31,99.83086,4.8214,4.9,1.8,5.4955,3.7909,6.5342,92.2574
2018-01-01,99.83086,4.8214,4.9,1.8,5.4955,3.7909,6.5342,92.2574
2018-01-02,99.83086,4.8714,4.9,1.8,5.343,3.6767,6.5079,91.8616
2018-01-03,99.83086,4.8845,4.9,1.8,5.2756,3.6667,6.492,92.1708
2018-01-04,99.83086,4.9411,4.9,1.8,5.2916,3.5968,6.5043,91.8691
2018-01-05,99.83086,4.9209,4.9,1.8,5.273,3.5392,6.4915,92.0268
2018-01-08,99.83086,4.9301,4.9,1.8,5.2571,3.5336,6.4832,92.3351
2018-01-09,99.83086,4.9338,4.9,1.8,5.2078,3.5382,6.4968,92.5063
2018-01-10,99.83086,5.0011,4.9,1.8,5.2464,3.5675,6.5207,92.3791
2018-01-11,99.83086,5.021,4.9,1.8,5.2745,3.5675,6.5147,91.9163
2018-01-12,99.83086,5.0008,4.9,1.8,5.2671,3.5827,6.4932,90.8615
2018-01-15,99.83086,5.051,4.9,1.8,5.2677,3.5826,6.4574,90.4354
2018-01-16,99.83086,5.056,4.9,1.8,5.2659,3.5828,6.4372,90.4671
2018-01-17,99.83086,5.076,4.9,1.8,5.3239,3.5828,6.4335,90.8823
2018-01-18,99.83086,5.116,4.9,1.8,5.3255,3.5828,6.4401,90.5232
2018-01-19,99.83086,5.1257,4.9,1.8,5.2667,3.5603,6.4169,90.7025
2018-01-22,99.83086,5.0861,4.9,1.8,5.3175,3.5198,6.4112,90.3726
2018-01-23,99.83086,5.0786,4.9,1.8,5.35,3.5398,6.4009,90.0919
2018-01-24,99.83086,5.0749,4.9,1.8,5.3615,3.5198,6.3916,89.2033
2018-01-25,99.83086,5.0614,4.9,1.8,5.3438,3.5098,6.3724,89.3528
2018-01-26,99.83086,5.0835,4.9,1.8,5.3265,3.5205,6.3436,89.0205
2018-01-29,99.83086,5.0864,4.9,1.8,5.2968,3.5101,6.3267,89.3578
2018-01-30,99.83086,5.0957,4.9,1.8,5.243,3.5101,6.3312,89.1844
2018-01-31,99.64719,5.0693,4.3,1.5,5.2371,3.4701,6.3339,89.1201
2018-02-01,99.64719,5.0443,4.3,1.5,5.2289,3.43,6.3045,88.6486
2018-02-02,99.64719,5.044,4.3,1.5,5.176,3.4404,6.2885,89.1901
2018-02-05,99.64719,5.0682,4.3,1.5,5.1994,3.4514,6.3019,89.6852
2018-02-06,99.64719,5.0021,4.3,1.5,5.1994,3.4088,6.3072,89.6655
2018-02-07,99.64719,4.9822,4.3,1.5,5.2093,3.4014,6.2882,90.3016
2018-02-08,99.64719,4.9591,4.3,1.5,5.1863,3.3986,6.2822,90.3033
2018-02-09,99.64719,4.936,4.3,1.5,5.1458,3.3938,6.3194,90.3347
2018-02-11,99.64719,4.9129,4.3,1.5,5.144,3.3969,6.3194,90.3347
2018-02-12,99.64719,4.9,4.3,1.5,5.1763,3.3868,6.3001,90.1347
2018-02-13,99.64719,4.89,4.3,1.5,5.1937,3.388,6.3247,89.7212
2018-02-14,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,89.0168
2018-02-15,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,88.5685
2018-02-16,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,89.1333
2018-02-19,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,89.2083
2018-02-20,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,89.718
2018-02-21,99.64719,4.8903,4.3,1.5,5.2187,3.374,6.3428,90.1088
2018-02-22,99.64719,4.9151,4.3,1.5,5.2196,3.3905,6.353,89.7418
2018-02-23,99.64719,4.8946,4.3,1.5,5.2265,3.3773,6.3482,89.8892
2018-02-24,99.64719,4.8913,4.3,1.5,5.2397,3.3773,6.3482,89.8892
2018-02-26,99.64719,4.8396,4.3,1.5,5.2313,3.306,6.3378,89.871
2018-02-27,99.64719,4.8151,4.3,1.5,5.2502,3.2713,6.3146,90.379
2018-02-28,99.49014,4.8139,3.7,2.9,5.2545,3.2314,6.3294,90.6693
2018-03-01,99.49014,4.8101,3.7,2.9,5.2573,3.238,6.3352,90.2646
2018-03-02,99.49014,4.8352,3.7,2.9,5.2882,3.269,6.3334,89.9991
2018-03-05,99.49014,4.8464,3.7,2.9,5.2832,3.2769,6.3431,89.9968
2018-03-06,99.49014,4.8106,3.7,2.9,5.2763,3.2771,6.3386,89.5933
2018-03-07,99.49014,4.8001,3.7,2.9,5.2478,3.2583,6.3294,89.5903
2018-03-08,99.49014,4.7902,3.7,2.9,5.2546,3.2677,6.3239,90.1302
2018-03-09,99.49014,4.7978,3.7,2.9,5.2469,3.2599,6.3451,90.1342
2018-03-12,99.49014,4.7989,3.7,2.9,5.2423,3.2779,6.3333,89.9221
2018-03-13,99.49014,4.8377,3.7,2.9,5.27,3.3059,6.3218,89.7235
2018-03-14,99.49014,4.8502,3.7,2.9,5.2672,3.3092,6.3205,89.766
2018-03-15,99.49014,4.8377,3.7,2.9,5.2748,3.3198,6.3141,90.1284
2018-03-16,99.49014,4.8378,3.7,2.9,5.2329,3.3154,6.334,90.1899
2018-03-19,99.49014,4.8327,3.7,2.9,5.216,3.3128,6.332,89.9199
2018-03-20,99.49014,4.8003,3.7,2.9,5.2011,3.3144,6.3246,90.4277
2018-03-21,99.49014,4.8053,3.7,2.9,5.1685,3.2846,6.3396,89.708
2018-03-22,99.49014,4.7803,3.7,2.9,5.1611,3.2698,6.3167,89.8605
2018-03-23,99.49014,4.6556,3.7,2.9,5.0575,3.2367,6.3272,89.5147
2018-03-26,99.49014,4.6804,3.7,2.9,4.9571,3.29,6.3193,89.0738
2018-03-27,99.49014,4.7099,3.7,2.9,4.9571,3.3221,6.2816,89.3451
2018-03-28,99.49014,4.6749,3.7,2.9,4.974,3.3221,6.2785,90.0856
2018-03-29,99.49014,4.6605,3.7,2.9,4.9717,3.3221,6.3046,90.0937
